id,text,label,predicted
7599,This is a nonsensical column. Anyone can run in a democracy. Celebrities are like royalty in our society and as such one wonders why they'd want to enter politics. Ronald Reagan  Sonny Bono  Arnold Schwarzenegger  Al Franken  Fred Thompson and Clint Eastwood have all held public office. Jesse Ventura was a one-term governor of Minnesota.   Some celebrities have been good politicians. Others have been failures. Fame can only take one so far before one has to deliver. And the media takes a keener interest in politics than it does music or pro-wrestling. Trump is a freak or a sport. I'm inclined to believe the Russian collusion story simply because it's hard to believe Americans would vote for such a fraud.  As for Kid Rock. He hasn't declared his candidacy yet. He'd need to win a primary. And the incumbent won by 59% last time. So I suspect this is all a PR stunt. Indeed  I think Trump's campaign was just a PR stunt that went wrong. Sad!,0,1
7737,and then quite often they'll get shot because,1,0
7752,I believe that to deliberately maim someone should be punished. Would you tell an anorexic 19 year old she was fat  and buy her laxatives?,0,1
7784,"That's really funny  but Trump ""tricked"" kim-jon and apparently the loser left too! haha",0,1
7794,Anyone who thinks Star Trek is superior is obviously a complete nincompoop.   Let's just leave the new Star Wars movies out of this  though.,0,1
7804,Trump is the biggest sucker for right wing BS.  And when it comes to right wing BS there is so much from which to choose.,0,1
7812,Kahdr settlement should come from Justin Trudeau's trust fund. He had no business using our tax dollars to pay off a treasonous terrorist.,1,0
7819,Xavier:  I have no desire to engage with trolls.,1,0
7849,Shame on you and get off my front porch!,0,1
7887,If this is what companies have to do to hire and retain millennials that is why millennials are not earning a good salary and having to live in their parents basement. Suck it up and get the job done.  I enjoy my career but I love my wife  kids  Old Speckled Hen beer and baseball. Not necessarily in that order.,0,1
7916,"Walker did kill the project.  Someone needs to find out what happened between then and now.  Walker has changed his mind on everything.  He was either a corrupt liar when running or he has been blackmailed  brainwashed  drugged  replaced by a clone...or as Charles Wohlforth's suggests ""But there's a mysterious virus in the Governor's Mansion that induces big dreams""  Body Snatchers?  I don't know what is going on but this is not the person I voted for.",1,0
7932,cause this is a film that basically says you know what you should do you should take care of poor people because jesus told us to take care of poor people and if you dont take care of poor people youre gonna burn in hell,1,0
7975,European condom imperialism is not the answer.,0,1
7989,Put on your pink snowpussyflake hat.  You are freaking out again.  Get over it:  you lost!,0,1
7992,"Suckers for religion  suckers for Trump. America isn't ""great again""  it's on a sad  downward spiral.",0,1
8000,"skinut>  Keep on dreaming  it seems that's where your mind is  in ""Fantasy Land!!!!""  Ha  ha  ha!!!!  I still don't hear any laughing  ha  ha ha!!!!  Can't understand what you're trying to say with all your demented babbling!!!!  Ha  ha  ha!!!!",0,1
8028,Unfortunate that you didn't shoot him dead when he kicked in your back door. Try to do better next time.,1,0
8030,Oh  boy  do they suck.,0,1
8038,"""a strong commitment to NATO ""  It's not the home crowed that Trudeau has to convince  it's the U.S. And by not only thumbing your nose at America on the matter but actually lowering your defense spending to .88% of GDP  it will be difficult to blend in with the other laggards as you sit at rock bottom  dead last. If Canada wants to send its troops to Latvia and fight the Russians  that's fine but it has nothing to do meeting your defense budget of 2% of GDP.  Peacekeeping isn't  just stalled. It's a fiasco. The fact that the U.S. is providing your national defense doesn't change just because no one wants to acknowledge it.  Canada is more dependent on the U.S. now than ever and the social programs that you enjoy are subsidized by the American defense budget. Idiotic defenses such as 'Canada has no enemies' or 'America spends too much anyway' don't count. Same thing with 'NATO is for America to do its war mongering'.  If so  why isn't getting out of NATO on anyone's agenda?",0,1
8049,So you never want to get into the spot of living in ignorance.,0,1
8074,"Not according to the NOAA whistle blowers.  They take raw temperature data and input it into their computer models.  Then if the data doesn't back up their agenda they manipulate the algorithm to provide the numbers they are looking for.  Did you ever wonder why they chose carbon dioxide?  There are much more dangerous gases than carbon dioxide.  I'll tell you why.    98% of the worlds energy comes from fossil fuels so everyone on the planet contributes to carbon dioxide production.  If they can convince enough people that carbon dioxide is bad then they can TAX you for creating it and all the ""believers"" will go along with the tax without question.  If the hoaxers really believed in this crap they would practice what they preach and stop living in massive houses and flying in private jets.  I guess it's not bad enough to take away our iphone government tracking devices.  Can you imagine how much carbon dioxide is being released keeping our tracking devices charged?",0,1
8089,Obama and his sidekick Hillary from the broomstick cabal! Too bad the Republican house fell on both of you! Too bad...so sad.....you lost......get a life......go hang out with your gender bender hipster types like we are stuck with in Ottawa!,0,1
8095, But of course he'll shoot his eye out if he gets it,0,1
8102,Without a shadow of a doubt! You are jaw dropping,0,1
8117,In the event of war I would kill any American who put a uniform on in defense of the American government -- any American.,1,0
8131,I hope you burn your turkey!,0,1
8137,Some people prefer to remain willfully ignorant.,0,1
8222,Every miserable breath the Orangepile takes sickens me  that it's stepping foot here adds further repulsion.  Beat it  you're not welcome here,0,1
8266,Trump should take his insanity and hit the road. Trump is an unbeloved man-child with a tabloid kind of brain  that thinks everything is a real estate deal  or a way to get a free smoothie. Trump IS a thin-skinned smoothie...not rough enough around the edges,0,1
8280,Dog's noses should be used for what they were intended. Smelling other dog's butts.,0,1
8281,I can tell you what kind of gun it was because I was that woman and me and my two-year-old were the ones held hostage it was an AK-47 mind your fucking business people,1,0
8298,Shut the government down.  Cut what we don't miss.,0,1
8324,Dirty cops...well that's to be determined. What's even more puzzling is why is his family collecting $6.0 Million on a man who was homeless.  He didn't have value to them at that time  but he sure has value now...so sad.,0,1
8345,Troll level: beginner.,1,0
8357,randomly shot a women in the head while she was driving blinded her,1,0
8360,Ignorance is rampant in this country  see our Prez.,0,1
8383,I used to feel sorry for chomsky for being a frail old man. Now I hope he falls victim to the vaccine,1,0
8404,Should all be unisex from the start.  Why separate genitals into different rooms when they're all doing the same thing in a drain.,0,1
8430,You will be quite miserable towing with a weak engine.,1,0
8440,"""have a trial and lock him up"" So what is it Joe. You a fascist or a communist?",0,1
8477,Everyone knows I���m an ass man!,0,1
8510,"Unrelated to the article? Like your racist trolling was related to the article? LOL. Love how  racist trolls always cry ""Whoo meeeee?! Why I never!"" whenever called out on a consistent pattern of racist trolling.",1,0
8518,Sure  Mike.  And while we're at it  why should I have to pay for their education?  How about those lousy freeloaders who have the audacity to get sick or old  and then expect taxpayers like you to bail them out?,1,0
8528,He only had sex with a teenager..... Its not like he wore a Make America Great Trump hat.,0,1
8542,You ever see a specialist?  I have to book an appointment with mine 3-4 months in advance!  As a patient  I would be highly pissed if my doctor had to cancel because of an airline f**k-up.,0,1
8565,Are you kidding??? You're saying that women are responsible for the actions of rapists and you're also saying that men in general are rape opportunists. Only rapists are rape opportunists and not all men are rapists. Is it the smartest thing to do  to get that inebriated? No  for many reasons not limited to rape. Does that make a woman responsible for the actions of another? Never. Where does your kind of logic end? I suppose women should never be anywhere alone at night  should always wear clothing that extends from the top of their neck to their wrists and ankles  should never venture to trust a ride from an aquaintance  skip the party  etc etc etc... if not then she must have exposed herself in some way or made herself vulnerable somehow  creating the opportunity for some man to rape her. That would make her responsible then  yes? NO. Women are allowed to exist and make choices including poor ones without being blamed or made responsible for a rapists decision to rape them.,0,1
8572,I see the Federal Liberals share a trait with their Ontario cousins..gross incompetence.,0,1
8600,I am disgusted by the Liberal Party and Justin Trudeau.  They are morally bankrupt.,0,1
8601,Why do you love a draft dodging coward thst loves meat?,1,0
8614,Maybe the death sentence for treason isn't such a bad idea.,1,0
8654,How much do you give each month to the homeless?  If the number is zero  then shut up. PS  my number is $900.,0,1
8665,"Ok... that's enough of this patriotic  Murkan nonsense now  G&M.  The head banging sport called ""football"" where the ball is in someone's hand 99% of the time is sooooo yesterday's newspapers.  Patriotism really is the last refuge of a scoundrel.  The Superbowl is just one big beer and fast food commercial that has very little to do with real sport.",1,0
8723,Thomas has Canadianophobia. As with all Liberals he hates us.,0,1
8741,This process is ridiculous.  By the time  Medicare covers this I will have shingles.  Medicare doesn't automatically accept CDC recommendations.  The delay by CDC is unacceptable.,1,0
8743,Billy Connolly Bites Yer Bum!,0,1
8781,like dick van dyke and all those old crazy shows,1,0
8811,"Xi to Trump "" My D*ck is Fine  especially after you go to your press and backtrack what U sed about currency manipulation.  You funny Trump  all talk""",0,1
8846,We can't have lunatics running around with ANY weapons. The dysfunctional part of this equation is the lunatic  not the type of weapon.,1,0
8858,Those people are kick-ass samba dancers!,0,1
8859,Oh  do tie this incident to legal cannabis  Dick. Go on; we'll wait while you try to bump those two brain cells together and make an actual association.,0,1
8862,you forgot 83 of the 88 tied to this thread who know you and Jane have a pathetic argument  Rmiller,0,1
8880,Kitty and her LITTER are WORTHLESS and have been WORTHLESS.   Make that CAPSTONE building  the NEW City Hall  and see how they like that UGLY EYESORE building.    But wait  who will be the next company that our IGNORANT city counselors give a $10 Million Tax break to.,0,1
8889,Kellyanne Conway thinks Donald Trump’s lies are ok because ‘he doesn’t think he’s lying’,0,1
8892,I was a forest fire fighter in Canada for 7 seasons. Some men were great to work with  and some--far too many--were purveyors of sexism and harassment. Many more were silently complicit.  Reading this article brought a host of memories flooding back that I'd really rather never relive  like listening to my crew boss and his side-kick laughing their asses off about hate-fucking women   then upping the ante with a story of getting a girl so drunk she  passed out in the bathroom stall the guy pulled her into and continued to have sex with  eg  raping her  in the process concussing her head against the steel wall of the stall and sending her to hospital.  Let that sink in. This was just lunch time hysterically funny banter in their world.  Part of me wants to commend the guys who treated women crew members as equals  but  do we really need to praise what should be a given? To the ones who spoke up against the BS  thank you.,0,1
8925, They do some ridiculous things,0,1
8933,That;s rich coming from the biggest fascist on these boards.,0,1
8939,Only a naive simpleton would trust the Russians.  Unfortunately  we have one as PM.,1,0
8997,"""Every religion has ancient literature with incendiary passages"" Ah  lazy relativism...",0,1
9024,The Catholic church confuses forgiveness with forgetfulness as a defense mechanism with their grievous history. Demanding celibacy of young men who proved  again and again  that suppression of sexual energy leads to violating those vulnerable to their predation.  As in most crimes  the cover-up is a more serious crime  because it's a more conscious and methodical use of will power to subvert the truth. The Catholic church has engaged in covering up their criminal sins with the tacit approval of the status-quo.  Thank you  Ms. Fawcett for bringing this to our attention.,1,0
9025,You broons fans whine more than habbos.,0,1
9039,not seeking the ok ahead of  time was unethical to begin wth you dimwit corrupt pm,0,1
9055,Don't pull your political BS on me  he's a cretin that you should not even be trying public relations for  never should have shut down VANOC transparency for nor have given public funds to.,0,1
9076,Every post by Ms. Cunningham is a cry for help.  Sickening how she takes such pleasure in killing stuff for no good reason.  Someone hurt her really badly.,0,1
9077,klastri  there you go again showing your bigotry. What makes you so special? Seriously  are you that much better than Trump?,0,1
9100,Im collecting BLM flags/merch for a bonfire live stream. Gonna burn it all,1,0
9117,Blame men.  There's always an excuse to blame men for the failures of women.,1,0
9162,The reason most people don't care about Trump's ties are because most Democrats didn't seem to care when it was PROVED that the Clinton camp and the DNC rigged a primary election. That's way worse than Russia spreading fake data on Facebook. No Dems  including Clinton  will take responsibility for rigging the election process  but we're supposed to be outraged about fake FB stories? Clinton was an unlikable  proven criminal with a enough skeletons to fill an airplane hanger. That's why she lost. (Before you start with the name-calling  I didn't vote for Trump. I'm just pointing out the hypocrisy).,0,1
9184,I'll bet that a fair number did do exactly that  give the middle finger to the establishment and it's supporters  but when you believe that you have nothing to lose...crumbs from Obama's table just wasn't enough for those voters. And there were those who weren't keen on Hillary's confrontational attitude with Russia  in Syria( and elsewhere) with the heightened risk of a shooting war...and after so many years of war are getting tired of paying the Neocon's tab with their blood(many are in the military or have family members who are). Then there's Obamacare... and still other reasons that make sense to those voters if not to you. Trump may be lying thru his teeth on his promises  time will tell  but at least he gave them the time of day unlike Hillary who simply labeled them and wrote them off. Calling them stupid for having a difference of opinion is juvenile  highly arrogant and totally unproductive IMO.,0,1
9186,You were destroying my life.,1,0
9192,Im so disappointed in America right now.  I mean i love this country but our government cannot even help the people that create America. I guess Americans really are not good people.,1,0
9222,I am just pointing out how much it must suck to be that insecure,0,1
9224,How can you let him talk to your crotch like that?,0,1
9338,... like you miss a hole in the head.,0,1
9376,sanity finally in the usa after 8 years of stupdity,1,0
9392,Probably just another bum looking for a handout.,1,0
9423,"Are you nuts Mr. Eastman? Have you ever had a an abortion  let alone even remotely know what it feels like to have a uterus  which I will continually state to any male politician  ""Until you have a uterus you literally have no business in mine."" And that includes any nationality  anywhere.",0,1
9455,bd:  For your sake I hope he is succesful.,0,1
9467,You could save that poor devil's life.,1,0
9470,Another Communist Jew.,1,0
9486,Hey (D)onkey  I voted for Bill Clinton twice as well. Your argument lumping all who voted for President Trump is INSANE.  You liberals have gone mad  its actually funny how President Trump makes your heads explode.  ha ha ha 7 more years !,1,0
9501, It's stupid,0,1
9530,Just move to Norway where your whole life depends on you sucking up to the gov.,0,1
9536, I believe this movie is graphic eye candy  although it is very bloody,0,1
9543,Yes  actually there is a lot the US can do about North Korean nuclear weapons and we may have to. The US cannot be expected to live under the threat of a nuclear attack (EMP or other) against itself or its allies.  BTW  how does your juvenile nonsense like ‘Adolph Twitler’ get past the civility police?,0,1
9556,Lock them up!,1,0
9585,"Not exactly a Trump fan  but given the mock angst of the ""Limousine Left"" and their disingenuous allies...... The best rule of thumb is whatever vacuous liars like Moore and the other Hollywood varmints are against is PROBABLY good for America.",0,1
9590,There's a difference between confidence and overagressiveness brought on by insecurity. Trump is a childish authoritarian with a fragile ego. He goes a wee bit irrational over things like his alleged small hands and the sparse attendance at his inauguration.  His unhinged tweets are how he releases his tension and insecurity.   How much do you think it bothers him that Melania pushed his hand away?  Answer:  a lot.  He prides himself on dating and marrying only 10's  and on being in control of the situation. Expect some interesting tweets soon---or more awkward behavior.,0,1
9617,"""Moby Dick."" I have a furniture line.",1,0
9623,Slow to learn huh?,1,0
9655,"""RACIST""!!!  ....  ; ) We must Celebrate our Cultural diversity!  ""Celebrate! Celebrate! dance to the muuusic...Celebrate!"" Just ask the people in the EU!..who have 'immigrants' pooping in their gardens.",1,0
9695,So we should take hunting rifles from Alaskan Natives so we can continue importing people from places who want to kill Americans? Lol!!!!! Sounds totally logical to me. Are you done virtue signaling & posting anti-Christian hate speech?,0,1
9709,is even on t._v. you watch it for two minutes and think this is so ridiculously stupid [laughter],0,1
9739,"If you understood how ignorant complaining about ""ad hominem"" and then writing ""Your ignorance extends to the meaning ...."" appears you would stop writing things like that.",0,1
9746,Canadians are little more docile.  They will get it eventually  :-),0,1
9750,"Whether or not this was the correct thing to do is a matter of opinion.  What is not a matter of opinion is the 180 degree shift in US foreign policy when compared to little Barry Hussein's limp wristed ""Lead from Behind"" strategy.  Little Barry and progressives like him do not see the USA as worthy of defense or acknowledge it's role as a world referee when bad guys act out.  Barry's stubborn unwillingness  to name Islam as motivation for world wide terror is but one example.  His empty ""Red Line"" threat was an invitation to bad guys everywhere. Barry's brain trust (Susan Rice and John Kerry) assured us that the Syrians had gotten rid of chemical weapons.  Well  we know that was one of many lies.  His Iran deal handed untraceable cash to homicidal mullahs and assures that country will go nuclear. Anyone who is old enough will remember a similar set of circumstances when Ronald Reagan had to clean up Jimmy Carter's  foreign policy messes. History repeats itself.",0,1
9765,"""So Obama gives the biggest supporter of terrorism 150 billion dollars ""  That didn't happen.  ""signs an agreement that allows the Iranian military to monitor itself ""  The IAEA and the US State Department have both found Iran to be in full compliance with the Agreement.  ""You don't like Trump  don't elect and incompetent Liberal ""  Can you translate that into English for us?",0,1
9777,HE CALLED ATE SEXUAL ASSAULT.,1,0
9813,You got screwed by Mufi back in 2008.,0,1
9843,Time was a burnout didnt have motivation to get off a couch  let alone squirt hot sauce up somebody's anus. But you are swearing its the truth   because you did it too?,0,1
9847,Trumpanzees  out!,1,0
9848,"Post some links  George ... I don't think it's ""one despot and ignore another."" It's one despot at a time  like whack-a-mole. ...",1,0
9885,1) This was racially offensive comment 2) This was made NOT to a peer but to an underling 3) Only a mental midget would make such a comment and think it was acceptable.   4) Mental Midgets are not qualified for that position.,0,1
9936,Looking for something to do with the family this weekend? Disney in Florida is hosting SODOMY DAYS (aka Gay Days) this weekend. Bring the kids!lol,1,0
9961,"""World powers lined up against U.S. President Donald Trump on climate change Saturday  reaffirming their support for international efforts to fight global warming.""  An ignorant and shameful US position.  But likely an ultimately irrelevant one  since US states  cities  and companies recognize the threat and are acting even more effectively than before to fight it.",0,1
10045,Bum or not is not the issue.  The driver's behavior is sociopathic!,0,1
10065,It is not merely disagreeing with me that makes a person a traitor.   It is when they continually undermine the country  like Obama has.,1,0
10085,If anybody wants to know the true nature of this degenerate psychopath look no further than his art collection.,0,1
10155,Okay  you're mean-spirited.,1,0
10176,his brain is fogged during wholly weak.,1,0
10201,Get rid of your TV  get rid of your video games  get rid all the half naked women.,0,1
10245,We shoulda just let the Russians starve back in 89',1,0
10283,Obama has shown incredible class every single day of his administration  even in the face of right wing cretins calling him a monkey and other such vile racist comments.,0,1
10297,Why would Trump pick a guy who has worked so hard to undermine the interests of the United States?  Putin is a thug who needs cash from gas and oil to expand his terror- and Tillerson has been there to assist.  Tillerson has also subordinated US interests in his dealings with Qatar.,1,0
10335,Where? Hoist upon his Liberal petard  of course.,0,1
10367,fire every person something needs to be done to help these kind of these people,1,0
10372,The richest country in the world and the new President is spending all of his time screwing 10s of millions of the working class out of health care while he invests far more than is necessary in military hardware.    There cannot be a clearer example of how despicable these Republicans are.,0,1
10377,Spen - look at this guy's name. LEO can't win either way. People bitch that LEO killed a minority. People bitch that LEO didn't kill the guy because of his record and who he was.  This guy is a minority - so then they would be blamed for killing a Mexican when they probably wouldn't have killed a white guy.... LEO in Alaska has phenomenal shooting skills. Our officers don't accidently shoot bystanders  they shoot based on race causing mass riots and most often then not they don't kill the perps. If APD shot every criminal to attempted to apprehend Anchorage would flip their shit! Personally  I would like to see APD have a higher kill rate and end these lowlife's criminal careers.,0,1
10396,Yes its pretty amazing he didnt understand easements. Really hard to figure out that your house gets power from those silly powerlines behind your house and once in a while they need to do maintenance. But hey he was a vet so just start shooting at workers. Right?,1,0
10428,She outed herself as lesbian last year  didn't you hear?,0,1
10442,just one more of trump's decisions gone south. his ego is so huge and infantile  he  must be livid - it is surprising he hasn't had a stroke or heart attack... sincerely.  he's overweight  70 yrs old  a very driven personality. that kind of pressure blows when it blows. apparently  by many  many accounts  he just rages around in the white house. like the world's most spoiled brat. i can't imagine his rage about this  his best plan ever.    and he must be figuring out by now that the US is not a monarchy  and he did not get crowned for life.   we have a system that is based on checks and balances. he's tried   and still works at throwing out as much garbage out there every day to try to obscure real issues.  our government   with his ineptness at the  helm   is got him in a stalemate - i hope - so far   he's tried to strong arm it  sneak around it  lie to it  and stonewall it. and the USA democracy still stands in spite of him. hope i can say that in a year from now.,0,1
10443,More like seasonsed shyster and bigot...,0,1
10450,Bernie may have scared the crap out of the bird.  One of the OLIve  posts shows a bird very like his crapping on their laptop at the event.  https://twitter.com/TeresaMahoney/status/713509298727288832/photo/1?ref_src=twsrc%5Etfw,1,0
10452,Why would the Republican majority step forward and give their so-called leadership opinion?  They never came forward when six of their brethren were swept away by the FBI during the outing of their Corrupt Bastards Club.,0,1
10491,The Jackass-in-Chief checks out on January 20 and is making teenage tries at securing something like a legacy.,0,1
10498,Or in other words:  FWD:FWD:FWD: Proof the Obamas are America hating terrorist lizard people  http://www.politifact.com/truth-o-meter/article/2012/jun/26/have-lip-readers-translated-michelle-obamas-911-co/,0,1
10514,That's a load of garbage.,0,1
10535,So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,0,1
10544,The Olympics are just another forum for arrogant narcissistic over-paid NHL players to strut their stuff.  Leave it for the amateurs to play!,0,1
10550,If you keep opposing in this way  you'll end up weeping and gnashing your teeth. Dad!,1,0
10618,Good for Walker he has the guts to do something.  If you need the PFD check to live in Alaska you should get out.,0,1
10638,He;s not an intellectual. He is a paid shill. No brains require.  Didn't you even read the column?,0,1
10643,Garton is a neo-feudalist shill.  Pay him no mind.,0,1
10644,It's all about choices  make wrong ones you get FAT,0,1
10707,Where did Frank Murkowski flee to after Sarah Palin kicked his butt.,1,0
10714,Hogwash  Taylor or whoever you are.  I'll bet you couldn't fight your way out of a legal wet bag.,0,1
10829,Nobody in Anchorage wants to go to Fairbanks including the scumbags.,0,1
10875,Ironic is it not that those filthy  squalid  unsanitary establishment did not infect anyone with Hep-A?,0,1
10883,Life goes on.  Except for a few bitter ecotards their is no consequence.,0,1
10894,If I were in the business I am speaking about and everyone in the same business had the same opportunity to get the same $500 000 tax credit  and I chose not to  I would be stupid.  If I had shareholders  such as people like myself on my investments and I failed in my fiduciary duty to those shareholders by not taking that tax credit it would and should have severe consequences for me personally.  I claim my mortgage interest  my property taxes  the reduced taxability of my social security benefits   my elderly status  my marital status  my medical deductions and all of the other  tax  exemptions or credits which I am legally able to claim.    I expect others to do the same.    If you do not claim any of those things  that is your decision.    Claiming them does not make me evil and not claiming them does not anoint you as a saint.   The same applies to anyone else in the United States  even Trump.  In his businesses he just has many more opportunities than others.  Maybe he is smarter,0,1
